,County,State,Total infections,Density,Public Transportation Usage
603,Cloud County,Kansas,414787,4.890089966,0.004499438
604,Coffey County,Kansas,326363,5.109557631,0.003486924
605,Comanche County,Kansas,74890,0.871830565,0.0
606,Cowley County,Kansas,1644284,12.20689123,0.0
607,Doniphan County,Kansas,418429,7.590969279,0.002645503
608,Elk County,Kansas,80157,1.53538511,0.0
609,Ellis County,Kansas,1461343,12.38993784,0.003156566
610,Ellsworth County,Kansas,466799,3.395507757,0.005214153
611,Finney County,Kansas,2394862,10.95945138,0.007784265
612,Geary County,Kansas,1390827,35.02556585,0.002016129
613,Gove County,Kansas,153786,0.943579106,0.0
614,Gray County,Kansas,252259,2.682686448,0.0
615,Greeley County,Kansas,45772,0.595220999,0.0
616,Greenwood County,Kansas,266373,2.07892651,0.001444043
617,Harper County,Kansas,264937,2.733593392,0.001512287
618,Harvey County,Kansas,1495030,24.71813981,0.002067498
619,Haskell County,Kansas,172299,2.705629722,0.0
620,Hodgeman County,Kansas,79543,0.826984606,0.0
621,Jewell County,Kansas,104848,1.237263753,0.0
622,Kearny County,Kansas,235020,1.743915297,0.002285714
623,Kingman County,Kansas,325456,3.340637513,0.0
624,Labette County,Kansas,1111990,12.18442316,0.002141328
625,Lane County,Kansas,56262,0.883707806,0.0
626,Leavenworth County,Kansas,3018868,66.68979644,0.001727116
627,McPherson County,Kansas,1350914,12.30581098,0.000645786
628,Meade County,Kansas,205427,1.682047343,0.0
629,Morris County,Kansas,242984,3.090626674,0.0
630,Morton County,Kansas,109443,1.501591773,0.0
631,Nemaha County,Kansas,613433,5.43773105,0.004637681
632,Neosho County,Kansas,767501,10.89445191,0.00130039
633,Ness County,Kansas,150617,1.06158934,0.002721088
634,Norton County,Kansas,475530,2.412358825,0.0
635,Osage County,Kansas,549893,8.691733943,0.000568586
636,Osborne County,Kansas,123003,1.558657342,0.0
637,Ottawa County,Kansas,226185,3.161757751,0.001355932
638,Pawnee County,Kansas,456955,3.434292967,0.0
639,Pottawatomie County,Kansas,812174,10.81224348,0.000920387
640,Pratt County,Kansas,352105,5.033247832,0.000898876
641,Rawlins County,Kansas,142247,0.90584952,0.0
642,Reno County,Kansas,3464196,19.40502446,0.005902778
643,Republic County,Kansas,272486,2.522068827,0.001656315
644,Rice County,Kansas,437671,5.189969677,0.002956705
645,Riley County,Kansas,2557922,47.68079694,0.003585116
646,Rooks County,Kansas,256487,2.218990522,0.0
647,Seward County,Kansas,1545536,13.69716362,0.002340824
648,Shawnee County,Kansas,7340047,126.5335231,0.009718639
649,Sheridan County,Kansas,167905,1.079931148,0.0
650,Sherman County,Kansas,264948,2.181198713,0.0
651,Smith County,Kansas,114658,1.579395489,0.0
652,Stafford County,Kansas,161595,2.054217141,0.0
653,Stanton County,Kansas,80339,1.170759906,0.013636364
654,Stevens County,Kansas,244663,3.018694584,0.0
655,Sumner County,Kansas,916885,7.583249161,0.002364066
656,Trego County,Kansas,157920,1.240598197,0.0
657,Wabaunsee County,Kansas,281184,3.348043622,0.004504505
658,Wallace County,Kansas,75727,0.665582497,0.0
659,Wichita County,Kansas,88179,1.151483051,0.0
660,Wilson County,Kansas,430135,5.942943942,0.002421308
661,Woodson County,Kansas,102367,2.458613973,0.002666667
662,Wyandotte County,Kansas,8367735,418.4522062,0.013361315
663,Ballard County,Kentucky,177490,12.65273497,0.020740741
664,Barren County,Kentucky,2007539,34.5887888,0.003545132
665,Bath County,Kentucky,420727,16.98977355,0.002257336
666,Bell County,Kentucky,1418318,29.23546513,0.00268998
667,Boyd County,Kentucky,2207430,116.1466556,0.003790168
668,Boyle County,Kentucky,1462004,64.03928685,0.000826788
669,Bracken County,Kentucky,283047,15.81994256,0.0
670,Breathitt County,Kentucky,481862,10.28421391,0.00475
671,Breckinridge County,Kentucky,639508,13.60626856,0.012032086
672,Bullitt County,Kentucky,3145090,103.2955927,0.001601922
673,Caldwell County,Kentucky,621765,14.25192729,0.003857281
674,Calloway County,Kentucky,1471308,38.88396268,0.002349398
675,Campbell County,Kentucky,3635379,235.395229,0.019685126
676,Carlisle County,Kentucky,190462,9.866558938,0.0
677,Carter County,Kentucky,1099301,25.73102982,0.001026694
678,Casey County,Kentucky,678250,13.72881922,0.0
679,Edmonson County,Kentucky,402316,15.45250458,0.000904977
680,Elliott County,Kentucky,395489,12.38625284,0.008356546
681,Estill County,Kentucky,531595,21.8349095,0.0
682,Fleming County,Kentucky,544630,16.03917638,0.003549246
683,Garrard County,Kentucky,691804,29.0761375,0.006378455
684,Graves County,Kentucky,1888132,26.09718483,0.001974334
685,Grayson County,Kentucky,1075905,20.21768556,0.000380771
686,Green County,Kentucky,578341,14.87858376,0.002192982
687,Greenup County,Kentucky,1634800,40.08840324,0.002973978
688,Harlan County,Kentucky,1301694,22.48991942,0.005780347
689,Hickman County,Kentucky,154478,7.279820792,0.0
690,Hopkins County,Kentucky,2060812,32.52551379,0.002389804
691,Jessamine County,Kentucky,2060199,117.5630452,0.003064799
692,Kenton County,Kentucky,6941436,396.7181937,0.024592722
693,Knott County,Kentucky,556709,17.03924339,0.000863931
694,Larue County,Kentucky,602306,20.89697527,0.0
695,Laurel County,Kentucky,3190935,53.53987233,0.000456413
696,Leslie County,Kentucky,474183,10.08662946,0.021912351
697,Letcher County,Kentucky,917323,25.90845342,0.003465003
698,McCracken County,Kentucky,2792090,101.3342058,0.004011861
699,McCreary County,Kentucky,899795,15.95325956,0.000915332
700,Magoffin County,Kentucky,503563,15.85496055,0.001144492
701,Menifee County,Kentucky,212291,12.14717282,0.017353579
702,Metcalfe County,Kentucky,475300,13.33542593,0.0
703,Muhlenberg County,Kentucky,1398886,25.67719612,0.00171969
704,Nelson County,Kentucky,2172522,41.97326654,0.0
705,Nicholas County,Kentucky,267194,14.04646094,0.009009009
706,Oldham County,Kentucky,3008625,134.8063456,0.005148447
707,Owsley County,Kentucky,231696,8.729023441,0.0
708,Pendleton County,Kentucky,483822,20.2274497,0.005529226
709,Powell County,Kentucky,597127,26.57916715,0.0
710,Robertson County,Kentucky,94768,8.280686349,0.0
711,Rockcastle County,Kentucky,740539,20.52438963,0.005882353
712,Rowan County,Kentucky,961859,33.80245019,0.023493361
713,Simpson County,Kentucky,865946,29.77797972,0.001951854
714,Todd County,Kentucky,478936,12.73252536,0.0
715,Trigg County,Kentucky,547668,12.54244908,0.0
716,Trimble County,Kentucky,310322,21.99016694,0.0
717,Wolfe County,Kentucky,265426,12.55259004,0.0
718,Androscoggin County,Maine,3006032,88.65336766,0.002395095
719,Aroostook County,Maine,925173,3.951100932,0.001166861
720,Kennebec County,Maine,2505969,54.09850381,0.001346137
721,Oxford County,Maine,1376560,10.65676782,0.001026905
722,Penobscot County,Maine,2760368,17.24666118,0.005031887
723,Piscataquis County,Maine,272711,1.646063948,0.000623539
724,Sagadahoc County,Maine,544141,53.63021744,0.001074965
725,Somerset County,Maine,977340,4.989161243,0.000458505
726,Waldo County,Maine,512886,20.84929659,0.004500703
727,York County,Maine,5050483,79.1261164,0.007196358
728,Allegany County,Maryland,2815447,65.82512308,0.005221932
729,Anne Arundel County,Maryland,16184326,528.4397218,0.037084355
730,Baltimore County,Maryland,23747267,534.0413784,0.046559798
731,Calvert County,Maryland,1642615,164.9551742,0.032984177
732,Caroline County,Maryland,917271,39.7352873,0.011543536
733,Cecil County,Maryland,2458924,114.3069038,0.01215526
734,Charles County,Maryland,4175851,132.9772265,0.060939305
735,Dorchester County,Maryland,1126697,23.03451107,0.005060729
736,Frederick County,Maryland,7450994,145.2537914,0.028852588
737,Garrett County,Maryland,867800,17.47424746,0.006526468
738,Harford County,Maryland,6125693,221.7271443,0.015979584
739,Prince George's County,Maryland,31463317,724.9258165,0.164267341
740,Queen Anne's County,Maryland,1149898,51.26963696,0.018515563
741,St. Mary's County,Maryland,2516875,120.0551638,0.023026018
742,Wicomico County,Maryland,3088101,105.3600627,0.008429838
743,Worcester County,Maryland,1445899,42.51432218,0.023111492
744,Barnstable County,Massachusetts,5227429,209.2848818,0.014184047
745,Berkshire County,Massachusetts,2566009,53.04016386,0.015035415
746,Bristol County,Massachusetts,25005281,390.1505028,0.026838594
747,Dukes County,Massachusetts,513344,64.7697872,0.042431611
748,Essex County,Massachusetts,36236112,612.3264362,0.057027514
749,Hampden County,Massachusetts,19641120,293.5650603,0.020358855
750,Hampshire County,Massachusetts,3448068,118.019676,0.030841237
751,Nantucket County,Massachusetts,575089,92.90351158,0.017518248
752,Norfolk County,Massachusetts,20245719,680.6297135,0.139741758
753,Suffolk County,Massachusetts,34240055,5248.519833,0.32586775
754,Alcona County,Michigan,285510,5.931269853,0.002472952
755,Alger County,Michigan,273797,3.879446925,0.017377567
756,Allegan County,Michigan,4209917,53.92102964,0.002509168
757,Alpena County,Michigan,881179,19.31776341,0.006060606
758,Antrim County,Michigan,624181,18.81251469,0.0048
759,Arenac County,Michigan,464217,16.12227532,0.00761736
760,Baraga County,Michigan,379055,3.655915256,0.0
761,Barry County,Michigan,2222070,41.92435909,0.002015301
762,Benzie County,Michigan,489359,21.197698,0.011155378
763,Branch County,Michigan,2212970,33.22953627,0.003816794
764,Charlevoix County,Michigan,664850,24.31537847,0.007748601
765,Cheboygan County,Michigan,722400,13.74212731,0.009945301
766,Chippewa County,Michigan,2113142,9.372935438,0.007525808
767,Clare County,Michigan,977430,20.94547115,0.012893983
768,Eaton County,Michigan,3778781,73.26986942,0.009249343
769,Genesee County,Michigan,15211443,248.1385245,0.012695044
770,Gladwin County,Michigan,875300,19.45875815,0.005830904
771,Gogebic County,Michigan,554061,5.399860881,0.008748906
772,Grand Traverse County,Michigan,2492053,76.28762679,0.009367946
773,Gratiot County,Michigan,2620280,27.89690217,0.00122108
774,Hillsdale County,Michigan,1738622,29.58287449,0.002876931
775,Houghton County,Michigan,1237180,13.91206727,0.008680556
776,Huron County,Michigan,1424740,14.56719108,0.004393995
777,Ingham County,Michigan,9149487,201.0352465,0.033638748
778,Ionia County,Michigan,3473803,43.37072155,0.005225564
779,Iosco County,Michigan,782294,17.75237723,0.001602748
780,Iron County,Michigan,423417,3.712682017,0.002352941
781,Isabella County,Michigan,2402496,47.7151145,0.011170716
782,Kalamazoo County,Michigan,8581630,179.6764763,0.015324592
783,Kalkaska County,Michigan,447310,12.04569854,0.006028636
784,Keweenaw County,Michigan,72839,1.522643144,0.004790419
785,Lapeer County,Michigan,3484643,52.83187468,0.005657328
786,Leelanau County,Michigan,484024,24.06356429,0.007236497
787,Lenawee County,Michigan,4132655,50.7194931,0.002955782
788,Luce County,Michigan,489841,2.732980156,0.0
789,Mackinac County,Michigan,299362,4.087103862,0.028184893
790,Macomb County,Michigan,35883049,699.8635883,0.007705297
791,Manistee County,Michigan,732340,17.40261535,0.004367301
792,Marquette County,Michigan,2313609,14.28674789,0.005701451
793,Mecosta County,Michigan,1243701,30.0915382,0.010218978
794,Menominee County,Michigan,902594,8.592286346,0.001487357
795,Midland County,Michigan,2859409,62.36493775,0.008845999
796,Missaukee County,Michigan,522087,10.25845311,0.003322259
797,Montcalm County,Michigan,3033383,34.60108249,0.003042596
798,Montmorency County,Michigan,245529,6.540803771,0.0
799,Muskegon County,Michigan,6843733,132.5934611,0.004319624
800,Newaygo County,Michigan,1801454,22.15734823,0.001899078
801,Oakland County,Michigan,42988813,556.7798567,0.004965129
802,Oceana County,Michigan,1046649,18.95519222,0.001390268
803,Ogemaw County,Michigan,680796,14.33948507,0.001992032
804,Ontonagon County,Michigan,184263,1.757663769,0.005167959
805,Oscoda County,Michigan,251558,5.649489754,0.00148423
806,Otsego County,Michigan,871899,18.2897872,0.002672811
807,Presque Isle County,Michigan,386633,7.500864573,0.000907029
808,Roscommon County,Michigan,719694,17.73229412,0.006008011
809,Saginaw County,Michigan,8350552,92.98590075,0.00511956
810,Sanilac County,Michigan,1465516,16.59656849,0.005871991
811,Schoolcraft County,Michigan,188794,2.658521495,0.01252302
812,Shiawassee County,Michigan,2435306,49.80663028,0.004066291
813,Tuscola County,Michigan,2078602,25.55592587,0.000661959
814,Washtenaw County,Michigan,10064848,200.1470343,0.051161866
815,Wexford County,Michigan,1031061,22.629962,0.003005259
816,Aitkin County,Minnesota,548382,3.355774681,0.002907916
817,Anoka County,Minnesota,16326872,317.8925949,0.034073096
818,Becker County,Minnesota,1523010,9.915577814,0.005294674
819,Beltrami County,Minnesota,1747471,7.108971232,0.025018578
820,Big Stone County,Minnesota,237827,3.87977138,0.004166667
821,Blue Earth County,Minnesota,2922290,34.24424159,0.015421348
822,Carlton County,Minnesota,1380339,15.93174014,0.000481203
823,Carver County,Minnesota,4071596,109.4606279,0.021194424
824,Chisago County,Minnesota,2430798,50.92789964,0.013084458
825,Cottonwood County,Minnesota,623989,6.860833752,0.007407407
826,Crow Wing County,Minnesota,2680904,24.69495301,0.003376535
827,Dakota County,Minnesota,17626295,287.0862611,0.033269231
828,Faribault County,Minnesota,617207,7.530445672,0.002153625
829,Fillmore County,Minnesota,678054,9.363680281,0.023121387
830,Freeborn County,Minnesota,1392023,16.66426612,0.010016807
831,Goodhue County,Minnesota,1906340,23.57660276,0.012165346
832,Hennepin County,Minnesota,47554264,861.2850078,0.072100193
833,Hubbard County,Minnesota,803214,8.698506431,0.003812636
834,Isanti County,Minnesota,1667287,34.53384188,0.011874514
835,Itasca County,Minnesota,1752381,6.543269942,0.007362275
836,Kanabec County,Minnesota,572336,11.84603911,0.002629758
837,Kandiyohi County,Minnesota,2599318,20.65528477,0.010712622
838,Kittson County,Minnesota,189152,1.523938398,0.01797235
839,Koochiching County,Minnesota,375482,1.572662334,0.009615385
840,Lac qui Parle County,Minnesota,305523,3.418299557,0.001173021
841,Lake of the Woods County,Minnesota,128095,1.133137767,0.0
842,Le Sueur County,Minnesota,1149487,24.08072321,0.004507628
843,McLeod County,Minnesota,1715589,28.14346915,0.002110261
844,Mahnomen County,Minnesota,235290,3.810728538,0.015909091
845,Meeker County,Minnesota,1041332,14.65436517,0.00443066
846,Mille Lacs County,Minnesota,1220376,17.35546372,0.004686834
847,Morrison County,Minnesota,1646665,11.30721277,0.00347773
848,Mower County,Minnesota,1883128,21.49557969,0.020128824
849,Nicollet County,Minnesota,1281149,29.07368911,0.004149378
850,Nobles County,Minnesota,1567227,11.79157554,0.002225448
851,Norman County,Minnesota,232108,2.901554031,0.003294893
852,Olmsted County,Minnesota,5437458,90.43287249,0.052184389
853,Otter Tail County,Minnesota,2346874,11.35525316,0.008560454
854,Pennington County,Minnesota,616333,8.882049316,0.005347594
855,Pine County,Minnesota,1309184,7.969148816,0.008058018
856,Pipestone County,Minnesota,434633,7.625646039,0.005681818
857,Ramsey County,Minnesota,19903324,1373.486689,0.064355318
858,Red Lake County,Minnesota,166380,3.578797267,0.002025316
859,Redwood County,Minnesota,699981,6.737440087,0.010688043
860,Renville County,Minnesota,699272,5.782590878,0.003254237
861,Rock County,Minnesota,494805,7.533047083,0.008289054
862,Roseau County,Minnesota,816341,3.571336243,0.006545455
863,St. Louis County,Minnesota,7142605,12.36461145,0.02377888
864,Sherburne County,Minnesota,4589038,83.15061917,0.015582514
865,Sibley County,Minnesota,594409,9.777886502,0.004452926
866,Stearns County,Minnesota,8725973,45.09063611,0.016300098
867,Steele County,Minnesota,1607324,32.95902354,0.008367291
868,Swift County,Minnesota,419319,4.896789923,0.006066946
869,Traverse County,Minnesota,148251,2.245140892,0.002507837
870,Wabasha County,Minnesota,866219,15.87359205,0.021024259
871,Wadena County,Minnesota,664723,9.824684807,0.008354646
872,Waseca County,Minnesota,966071,17.15359088,0.007931404
873,Watonwan County,Minnesota,525510,9.740561887,0.00353045
874,Wilkin County,Minnesota,316051,3.261048572,0.003053435
875,Winona County,Minnesota,1860963,31.35532941,0.021625492
876,Yellow Medicine County,Minnesota,459221,5.019167855,0.008
877,Alcorn County,Mississippi,1456617,35.88420614,0.002064694
878,Amite County,Mississippi,546299,6.593508175,0.021396396
879,Attala County,Mississippi,930526,9.761341766,0.004471858
880,Bolivar County,Mississippi,1913070,14.35428471,0.002158895
881,Coahoma County,Mississippi,1205338,16.6338302,0.008408408
882,Copiah County,Mississippi,1258352,14.26663426,0.004115226
883,Forrest County,Mississippi,3526904,62.56364293,0.003135779
884,George County,Mississippi,1204208,19.12378631,0.013291139
885,Grenada County,Mississippi,1072336,19.46233744,0.019607843
886,Hinds County,Mississippi,8876753,107.3264588,0.006141199
887,Humphreys County,Mississippi,388275,7.877689387,0.007874016
888,Issaquena County,Mississippi,64381,1.241373363,0.011111111
889,Itawamba County,Mississippi,1296848,17.01531858,0.002220988
890,Kemper County,Mississippi,403776,5.093219192,0.0
891,Leake County,Mississippi,1145328,15.14873331,0.008647313
892,Leflore County,Mississippi,1407629,19.37028134,0.003783784
893,Neshoba County,Mississippi,1793088,19.89379786,0.005857741
894,Noxubee County,Mississippi,532457,6.014045636,0.006234414
895,Oktibbeha County,Mississippi,1985950,41.69167639,0.004501125
896,Panola County,Mississippi,1881989,19.2962311,0.001969279
897,Pearl River County,Mississippi,2247779,26.24515785,0.000197873
898,Pontotoc County,Mississippi,1836796,24.29022523,0.000307574
899,Prentiss County,Mississippi,1267462,23.5949236,0.003638254
900,Rankin County,Mississippi,5997305,75.29564324,0.000648976
901,Sharkey County,Mississippi,198846,4.03434357,0.013888889
902,Sunflower County,Mississippi,1316190,14.68138043,0.004219409
903,Tallahatchie County,Mississippi,699377,8.59369213,0.002824859
904,Tate County,Mississippi,1345901,27.17935372,0.000366804
905,Tippah County,Mississippi,1274526,18.54515252,0.000465929
906,Tishomingo County,Mississippi,983846,17.72437119,0.002559181
907,Tunica County,Mississippi,447405,8.636126794,0.018094089
908,Walthall County,Mississippi,587753,13.95663243,0.004844961
909,Yalobusha County,Mississippi,667644,10.26601327,0.000808081
910,Yazoo County,Mississippi,1282299,11.71024944,0.0
911,Andrew County,Missouri,787738,15.5313136,0.000476474
912,Audrain County,Missouri,1105253,14.35392985,0.003306566
913,Bates County,Missouri,600772,7.555966482,0.006315789
914,Bollinger County,Missouri,487773,7.673882055,0.004291845
915,Callaway County,Missouri,2140257,20.74470794,0.001541228
916,Cape Girardeau County,Missouri,3885477,52.27181693,0.004357955
917,Chariton County,Missouri,288510,3.878610694,0.001223242
918,Cole County,Missouri,3871447,75.67995645,0.003606603
919,Cooper County,Missouri,801665,12.04755146,0.000516796
920,Dent County,Missouri,482105,7.952232527,0.004332756
921,Dunklin County,Missouri,1222511,21.71187675,0.001322751
922,Gasconade County,Missouri,614124,10.9699606,0.003849115
923,Gentry County,Missouri,367876,5.236582122,0.008067227
924,Hickory County,Missouri,295286,9.069544684,0.0
925,Holt County,Missouri,185126,3.718385395,0.001882353
926,Howell County,Missouri,1568561,16.6982967,0.000930233
927,Laclede County,Missouri,1492608,17.92770478,0.000679348
928,McDonald County,Missouri,1143604,16.33712376,0.002202643
929,Maries County,Missouri,277393,6.509058175,0.00111576
930,Moniteau County,Missouri,763159,14.84578973,0.003720238
931,New Madrid County,Missouri,899900,10.19012491,0.002915452
932,Nodaway County,Missouri,1090562,9.926797763,0.001797753
933,Oregon County,Missouri,365404,5.23034364,0.017766497
934,Ozark County,Missouri,299754,4.786813376,0.001313629
935,Pemiscot County,Missouri,626721,13.34854591,0.003930818
936,Pettis County,Missouri,2171818,23.97969004,0.006209503
937,Phelps County,Missouri,1701695,25.74230576,0.006417112
938,Platte County,Missouri,1707243,90.89432517,0.008514851
939,Ralls County,Missouri,438484,8.397114239,0.000835073
940,Ray County,Missouri,827010,15.49338692,0.004058853
941,Reynolds County,Missouri,213258,3.015836521,0.0041841
942,Ste. Genevieve County,Missouri,726243,13.8234786,0.001814882
943,St. Francois County,Missouri,3562425,56.68575765,0.000581508
944,Scotland County,Missouri,119273,4.332410851,0.0
945,Shannon County,Missouri,268357,3.171679413,0.008038585
946,Stoddard County,Missouri,1145934,13.84160574,0.004171882
947,Taney County,Missouri,2473737,33.41085262,0.007093723
948,Texas County,Missouri,835063,8.419195202,0.00217267
949,Beaverhead County,Montana,389325,0.654314038,0.000902935
950,Big Horn County,Montana,980003,1.033353047,0.003157895
951,Broadwater County,Montana,214525,1.8891289,0.0
952,Carbon County,Montana,375240,1.988486632,0.01510574
953,Cascade County,Montana,3934605,11.6976558,0.007606033
954,Chouteau County,Montana,203811,0.562649284,0.017813765
955,Daniels County,Montana,79824,0.474634872,0.0
956,Deer Lodge County,Montana,450972,4.769393728,0.005333333
957,Fallon County,Montana,126863,0.676164257,0.0
958,Fergus County,Montana,464815,1.003042044,0.005681818
959,Flathead County,Montana,5160947,7.444166724,0.005841766
960,Glacier County,Montana,632840,1.766046266,0.003344482
961,Golden Valley County,Montana,24726,0.238021614,0.0
962,Granite County,Montana,92273,0.730775675,0.003508772
963,Hill County,Montana,852832,2.189293274,0.002859185
964,Judith Basin County,Montana,39423,0.402893841,0.004145078
965,Lewis and Clark County,Montana,2928594,7.488642018,0.004804083
966,McCone County,Montana,75763,0.238188064,0.004790419
967,Meagher County,Montana,63335,0.317680164,0.0
968,Missoula County,Montana,4032241,17.27000868,0.019514274
969,Musselshell County,Montana,155663,0.993063277,0.0
970,Petroleum County,Montana,5296,0.100745144,0.0
971,Pondera County,Montana,207565,1.43644547,0.0
972,Powder River County,Montana,61966,0.189527657,0.0
973,Ravalli County,Montana,1315684,6.766403778,0.000888099
974,Roosevelt County,Montana,640633,1.841367561,0.012345679
975,Rosebud County,Montana,488125,0.713128729,0.002466091
976,Sanders County,Montana,314130,1.611462735,0.006345178
977,Silver Bow County,Montana,1645342,18.72154978,0.003455859
978,Stillwater County,Montana,307428,2.022111715,0.027428571
979,Sweet Grass County,Montana,158791,0.760133429,0.078175896
980,Toole County,Montana,291087,1.00325234,0.0
981,Treasure County,Montana,24037,0.306812412,0.0
982,Wheatland County,Montana,73354,0.583300336,0.004210526
983,Wibaux County,Montana,48895,0.510539111,0.0
984,Yellowstone County,Montana,7533097,23.13797825,0.008656355
985,Antelope County,Nebraska,218724,2.869970753,0.0
986,Arthur County,Nebraska,8519,0.225609394,0.0
987,Banner County,Nebraska,14384,0.360122313,0.0
988,Box Butte County,Nebraska,403403,3.981695167,0.000714924
989,Buffalo County,Nebraska,2217484,19.55194317,0.000148782
990,Burt County,Nebraska,255185,5.127233038,0.0
991,Cherry County,Nebraska,133335,0.375076078,0.0
992,Colfax County,Nebraska,601224,10.09229052,0.000782779
993,Cuming County,Nebraska,397173,6.084652306,0.0
994,Dawes County,Nebraska,299054,2.459581421,0.000862999
995,Deuel County,Nebraska,48334,1.662557131,0.003902439
996,Dixon County,Nebraska,245183,4.659724922,0.001388889
997,Dundy County,Nebraska,71626,0.849301948,0.0
998,Frontier County,Nebraska,84746,1.033560721,0.003278689
999,Furnas County,Nebraska,197353,2.569606067,0.0
1000,Gage County,Nebraska,822930,9.792428628,0.00091954
1001,Garden County,Nebraska,51215,0.421092294,0.004347826
1002,Gosper County,Nebraska,73369,1.698105872,0.009174312
1003,Hayes County,Nebraska,23382,0.510607004,0.007843137
1004,Hitchcock County,Nebraska,103033,1.546165195,0.003053435
1005,Hooker County,Nebraska,21530,0.369954722,0.013114754
1006,Kearney County,Nebraska,258818,4.900290674,0.0
1007,Keith County,Nebraska,285072,2.945592319,0.015167095
1008,Keya Paha County,Nebraska,22061,0.395553506,0.0
1009,Kimball County,Nebraska,166678,1.487464399,0.002402402
1010,Lancaster County,Nebraska,12536755,142.9473945,0.012259519
1011,Loup County,Nebraska,16182,0.400818445,0.014814815
1012,Merrick County,Nebraska,312936,6.200975825,0.004859335
1013,Morrill County,Nebraska,213914,1.312734764,0.004201681
1014,Nance County,Nebraska,160801,3.10711532,0.0
1015,Nuckolls County,Nebraska,184796,2.869810904,0.009009009
1016,Otoe County,Nebraska,576543,9.968883881,0.00188798
1017,Perkins County,Nebraska,110507,1.270637464,0.002777778
1018,Red Willow County,Nebraska,490911,5.81894875,0.001846722
1019,Richardson County,Nebraska,294214,5.603593945,0.0
1020,Sarpy County,Nebraska,8687832,289.1498948,0.002114967
1021,Saunders County,Nebraska,976083,10.81906276,0.000375411
1022,Scotts Bluff County,Nebraska,1881700,18.93133088,0.003667137
1023,Thayer County,Nebraska,200172,3.430332655,0.001639344
1024,Thurston County,Nebraska,366022,7.00427631,0.018556701
1025,Churchill County,Nevada,946329,1.880169072,0.000411734
1026,Elko County,Nevada,2208578,1.175046521,0.133576083
1027,Esmeralda County,Nevada,16169,0.105744821,0.0
1028,Eureka County,Nevada,36365,0.169210084,0.05027933
1029,Lander County,Nevada,204092,0.404097487,0.135185185
1030,Nye County,Nevada,1263483,0.928097868,0.011351543
1031,Pershing County,Nevada,365745,0.422841718,0.014705882
1032,Storey County,Nevada,49486,5.76438581,0.0
1033,Washoe County,Nevada,18805857,27.60229777,0.020976751
1034,White Pine County,Nevada,292155,0.423622183,0.008759124
1035,Belknap County,New Hampshire,1696246,58.26447251,0.000494723
1036,Cheshire County,New Hampshire,1556036,41.66540897,0.004205429
1037,Coos County,New Hampshire,836011,6.892993893,0.001924399
1038,Grafton County,New Hampshire,1602837,20.29512615,0.013150436
1039,Merrimack County,New Hampshire,3860203,61.85570414,0.003432509
1040,Rockingham County,New Hampshire,9236270,169.417981,0.008326521
1041,Strafford County,New Hampshire,3790355,134.7083877,0.024071484
1042,Atlantic County,New Jersey,11731268,186.6445126,0.06745372
1043,Bergen County,New Jersey,37292049,1542.514631,0.143555565
1044,Burlington County,New Jersey,16586832,215.6107178,0.034786348
1045,Cape May County,New Jersey,3566910,143.8511318,0.020152314
1046,Gloucester County,New Jersey,11464778,348.783328,0.021565721
1047,Hudson County,New Jersey,31367213,5589.05695,0.413484372
1048,Hunterdon County,New Jersey,3580754,112.8552591,0.02371174
1049,Monmouth County,New Jersey,27931212,514.1065673,0.079142146
1050,Ocean County,New Jersey,28303942,363.7218004,0.019849179
1051,Passaic County,New Jersey,26107561,1046.233338,0.093404681
1052,Salem County,New Jersey,2298116,73.69160463,0.010125698
1053,Bernalillo County,New Mexico,23264694,225.3235596,0.019275862
1054,Catron County,New Mexico,47324,0.197339545,0.0
1055,Chaves County,New Mexico,3810017,4.165683658,0.012397482
1056,Cibola County,New Mexico,1375374,2.294339254,0.003735326
1057,Curry County,New Mexico,2166283,13.79056247,0.001363327
1058,De Baca County,New Mexico,71345,0.342373576,0.0
1059,Doña Ana County,New Mexico,9829654,21.83262512,0.003508968
1060,Eddy County,New Mexico,2983009,5.309932336,0.006675567
1061,Guadalupe County,New Mexico,266790,0.55842484,0.0
1062,Harding County,New Mexico,7197,0.083379305,0.0
1063,Hidalgo County,New Mexico,160826,0.490812579,0.0
1064,Lea County,New Mexico,3929722,6.165546329,0.005772258
1065,Los Alamos County,New Mexico,221138,64.90186053,0.032887402
1066,Luna County,New Mexico,1290347,3.159397718,0.010814249
1067,McKinley County,New Mexico,4810915,5.160303396,0.005749668
1068,Mora County,New Mexico,84275,0.914618967,0.0
1069,Quay County,New Mexico,253661,1.124899084,0.001344538
1070,Rio Arriba County,New Mexico,1487273,2.58946426,0.015944541
1071,Sandoval County,New Mexico,4863830,14.64948722,0.012041975
1072,Santa Fe County,New Mexico,4193750,30.10170894,0.013173302
1073,Socorro County,New Mexico,536511,0.987564721,0.00353045
1074,Taos County,New Mexico,709462,5.76565773,0.003610108
1075,Torrance County,New Mexico,436133,1.79996145,0.000738007
1076,Valencia County,New Mexico,2893652,27.49185961,0.01299639
1077,Albany County,New York,9412905,227.0299683,0.05546328
1078,Broome County,New York,7168451,106.3436213,0.032717009
1079,Cattaraugus County,New York,2258293,22.92557801,0.002997602
1080,Cayuga County,New York,2507086,43.4727628,0.010748507
1081,Chemung County,New York,3107390,81.26735421,0.018028621
1082,Chenango County,New York,1335236,20.89013457,0.004989206
1083,Cortland County,New York,1539127,37.25221569,0.007368421
